AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
"A registrant must ensure that fire protection equipment is inspected, tested and maintained, in accordance with the recommendations, if any, of the manufacture.",0eubZ00000001GbQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"A registrant must ensure that fire protection equipment is inspected, tested and maintained  at least annually.",0eubZ00000001GcQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"A registrant must ensure that other emergency equipment is inspected, tested and maintained in accordance with the recommendations, if any, of the manufacturer.",0eubZ00000001GdQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
A registrant must conduct fire and other emergency drills at least annually.,0eubZ00000001GeQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"A registrant must ensure that, at all times, an employee who holds a valid first aid and CPR certificate, provided on completing a course that meets the requirements of Schedule B, is readily accessible to residents.",0eubZ00000001GfQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,
A registrant must have first aid supplies readily accessible to all employees.,0eubZ00000001GgQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
This section applies only to registrants operating an assisted living residence of the Supportive Recovery class.,0eubZ00000001GhQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"This section applies only to registrants operating an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class, if residents are at risk of experiencing opioid overdoses.",0eubZ00000001GiQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
A registrant must make a plan describing the procedures to be followed to prevent and respond to opioid overdoses by residents.,0eubZ00000001GjQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that naloxone and related supplies are readily accessible to all employees and residents.",0eubZ00000001GkQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all employees are trained in how to administer naloxone.",0eubZ00000001GlQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,
"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all residents are given information respecting how to administer naloxone.",0eubZ00000001GmQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,
"Before accepting a person as a resident, a registrant must first be satisfied, that the person does not require care.",0eubZ00000001GnQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Before accepting a person as a resident, Registrant must first be satisfied, that the person is not prohibited, under section 26.1 [persons not allowed to reside in an assisted living residence] of the Act, from residing in the assisted living residence.",0eubZ00000001GoQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the health and safety of that person or of any other resident, given that person's needs and capabilities.",0eubZ00000001GpQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the H&S of that person or of any other resident, given the AL services provided by or through the registrant.",0eubZ00000001GqQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Before making a Res agreement, prospective resident must be given a copy of all of the following,& inform appro to person's needs & capabilities the contents of materials given: the shared common areas policy made under s.15 [if > one class or non-res]",0eubZ00000001GrQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Before making a res agreement, prospective resident must receive a copy of the following, & inform the prospective resident appro to person's needs & capabilities of the contents of materials given: the visitation & communication policy under s. 41 .2.",0eubZ00000001GsQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Before making a res agreement, prospective resident must receive a copy & be informed  appropriate to the person's needs & capabilities the contents of the materials given: the complaint policy under s. 43 .1.",0eubZ00000001GtQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Before making a res agreement, registrant must give prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of the materials given: the end of residency policy made under s.44 .1.",0eubZ00000001GuQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Before making a res agreement, registrant must give  the prospective resident a copy of & inform the prospective resident appropriate to that person's needs and capabilities of the contents of the materials given: the medication policy, if applicable.",0eubZ00000001GvQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"Before making a residency agreement, Registrant must give to the prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of materials given: cannabis policy made under s. 48 .3.",0eubZ00000001GwQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
A registrant may accept a person as a resident by making a written residency agreement with the person that includes all of the applicable content set out in Schedule C.,0eubZ00000001GxQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Before making a residency agreement, a registrant must inform the prospective resident in a manner that is appropriate to that person's needs and capabilities of the contents of the agreement.",0eubZ00000001GyQAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"On signing a residency agreement, a registrant must give to the resident a copy of the residency agreement.",0eubZ00000001GzQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"On signing a res agreement, registrant must give to the resident written information to contact the registrar to make a complaint,& the registrar's contact info, & inform the resident of the contents of materials given.",0eubZ00000001H0QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
For the purposes of subsection .4 the resident or the resident's personal representative.,0eubZ00000001H1QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"For the purposes of subsection .5 the registrant, the manager or a person authorized to sign residency agreements on behalf of the registrant.",0eubZ00000001H2QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,
"On accepting a person as a resident, registrant must ensure a short-term service plan is developed for the resident, with sufficient information to guide employees in protecting & promoting the resident's H&S until a personal service plan is developed.",0eubZ00000001H3QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"A registrant must ensure that a personal service plan is developed for a resident that includes all of the applicable content set out in Schedule D,",0eubZ00000001H4QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties & responsibilities in achieving the objectives of protecting and promoting the resident's H&S.,0eubZ00000001H5QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
A registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail to enable employees to understand their duties and responsibilities in achieving the objectives of meeting the resident's needs.,0eubZ00000001H6QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
"Registrant must ensure that a personal service plan is developed for a resident that provides sufficient detail for employees to understand their duties & responsibilities to meet the objectives of achieving the resident's personal goals, if applicable.",0eubZ00000001H7QAI,Planning and Support Agreements MH Compliance,0Z4bZ00000000BySAI,
