Description,EffectiveFrom,Id,Name,RegulatoryAuthority.Name,RegulatoryAuthorityId,Subject,ExternalId__c
The following must be described in a residency agreement:the rights of residents as those rights relate to residing in the assisted living residence.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v4UAA,S.31.1. Schedule C. 3.f - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.f - General contents,S.31.1. Schedule C. 3.f 
The following must be described in a residency agreement:the resident's responsibilities.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v5UAA,S.31.1. Schedule C. 3.g - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.g - General contents,S.31.1. Schedule C. 3.g 
"The following must be described in a residency agreement:whether any persons residing in the assisted living residence are not residents and, if so, whether those persons will have access to the common areas of the assisted living residence.",2023-11-06T14:00:00.000+0000,0fCbZ00000000v6UAA,S.31.1. Schedule C. 3.h - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 3.h - General contents,S.31.1. Schedule C. 3.h 
The following must be described in a residency agreement:the circumstances under which the resident may no longer reside in the assisted living residence and the criteria that will guide a decision to end the resident's residency.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v7UAA,S.31.1.Schedule C. 3.i - General contents,Ministry of Health,19pbZ00000002kzQAA,S.31.1.Schedule C. 3.i - General contents,S.31.1.Schedule C. 3.i 
A residency agreement must include an itemized list of all fees payable by the resident for residency.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v8UAA,S.31.1. Schedule C. 4.a - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.a - Fees and deposits,S.31.1. Schedule C. 4.a 
A residency agreement must include a description of the circumstances under which the fees may change.,2023-11-06T14:00:00.000+0000,0fCbZ00000000v9UAA,S.31.1. Schedule C. 4.b - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.b - Fees and deposits,S.31.1. Schedule C. 4.b 
A residency agreement must include a statement of when residency fees are due.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vAUAQ,S.31.1. Schedule C. 4.c - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.c - Fees and deposits,S.31.1. Schedule C. 4.c 
A residency agreement must include a description of all optional services and the fees for each of them.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vBUAQ,S.31.1. Schedule C. 4.d - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.d - Fees and deposits,S.31.1. Schedule C. 4.d 
A residency agreement must include  the terms and conditions for the payment and refund of fees.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vCUAQ,S.31.1. Schedule C. 4.e - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.e - Fees and deposits,S.31.1. Schedule C. 4.e 
A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vDUAQ,S.31.1. Schedule C. 4.f - Fees and deposits,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 4.f - Fees and deposits,S.31.1. Schedule C. 4.f 
A residency agreement must describe the circumstances in which the residency agreement may be changed.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vEUAQ,S.31.1. Schedule C. 5.a - Changes,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 5.a - Changes,S.31.1. Schedule C. 5.a 
"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vFUAQ,S.31.1. Schedule C. 5.b - Changes,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 5.b - Changes,S.31.1. Schedule C. 5.b 
"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vGUAQ,S.31.1. Schedule C. 5.c - Changes,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 5.c - Changes,S.31.1. Schedule C. 5.c 
A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vHUAQ,S.31.1. Schedule C. 6. a - Supportive Recovery class,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 6. a - Supportive Recovery class,S.31.1. Schedule C. 6. a 
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vIUAQ,S.31.1. Schedule C. 6.b.i - Supportive Recovery class,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 6.b.i - Supportive Recovery class,S.31.1. Schedule C. 6.b.i 
"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vJUAQ,S.31.1. Schedule C. 6.b.ii - Supportive Recovery class,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 6.b.ii - Supportive Recovery class,S.31.1. Schedule C. 6.b.ii 
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vKUAQ,S.31.1. Schedule C. 6.c - Supportive Recovery class,Ministry of Health,19pbZ00000002kzQAA,S.31.1. Schedule C. 6.c - Supportive Recovery class,S.31.1. Schedule C. 6.c 
"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vLUAQ,S.33.1.a. Schedule D.1 - General hospitality services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D.1 - General hospitality services,S.33.1.a. Schedule D.1 
A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,2023-11-06T14:00:00.000+0000,0fCbZ00000000vMUAQ,S.33.1.a. Schedule D.2 - General hospitality services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D.2 - General hospitality services,S.33.1.a. Schedule D.2 
"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vNUAQ,S.33.1.a. Schedule D. 1 - Specific services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D. 1 - Specific services,S.33.1.a. Schedule D. 1 
"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vOUAQ,S.33.1.a. Schedule D. 2 - Specific services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D. 2 - Specific services,S.33.1.a. Schedule D. 2 
"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vPUAQ,S.33.1.a. Schedule D. 3 - Specific services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D. 3 - Specific services,S.33.1.a. Schedule D. 3 
"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",2023-11-06T14:00:00.000+0000,0fCbZ00000000vQUAQ,S.33.1.a. Schedule D. 4 - Specific services,Ministry of Health,19pbZ00000002kzQAA,S.33.1.a. Schedule D. 4 - Specific services,S.33.1.a. Schedule D. 4 
" means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,0fCbZ00000000vRUAQ,S.51. Schedule E - aggression between residents,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - aggression between residents,S.51. Schedule E - aggression between residents
"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",2023-11-06T14:00:00.000+0000,0fCbZ00000000vSUAQ,S.51. Schedule E - aggressive or unusual behaviour,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - aggressive or unusual behaviour,S.51. Schedule E - aggressive or unusual behaviour
means an attempt by a resident to take the resident's own life,2023-11-06T14:00:00.000+0000,0fCbZ00000000vTUAQ,S.51. Schedule E - attempted suicide,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - attempted suicide,S.51. Schedule E - attempted suicide
"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,0fCbZ00000000vUUAQ,S.51. Schedule E - choking,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - choking,S.51. Schedule E - choking
means the death of a resident,2023-11-06T14:00:00.000+0000,0fCbZ00000000vVUAQ,S.51. Schedule E - death,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - death,S.51. Schedule E - death
means an outbreak or the occurrence of a disease above the incident level that is normally expected,2023-11-06T14:00:00.000+0000,0fCbZ00000000vWUAQ,S.51. Schedule E - disease outbreak or occurrence,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - disease outbreak or occurrence,S.51. Schedule E - disease outbreak or occurrence
"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",2023-11-06T14:00:00.000+0000,0fCbZ00000000vXUAQ,S.51. Schedule E - emotional abuse,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - emotional abuse,S.51. Schedule E - emotional abuse
"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,0fCbZ00000000vYUAQ,S.51. Schedule E - fall,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - fall,S.51. Schedule E - fall
"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",2023-11-06T14:00:00.000+0000,0fCbZ00000000vZUAQ,S.51. Schedule E - financial abuse,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - financial abuse,S.51. Schedule E - financial abuse
"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,0fCbZ00000000vaUAA,S.51. Schedule E - food poisoning,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - food poisoning,S.51. Schedule E - food poisoning
means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,2023-11-06T14:00:00.000+0000,0fCbZ00000000vbUAA,S.51. Schedule E - medication error,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - medication error,S.51. Schedule E - medication error
means a resident who is missing,2023-11-06T14:00:00.000+0000,0fCbZ00000000vcUAA,S.51. Schedule E - missing person,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - missing person,S.51. Schedule E - missing person
means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,2023-11-06T14:00:00.000+0000,0fCbZ00000000vdUAA,S.51. Schedule E - motor vehicle injury,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - motor vehicle injury,S.51. Schedule E - motor vehicle injury
"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",2023-11-06T14:00:00.000+0000,0fCbZ00000000veUAA,S.51. Schedule E - neglect,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - neglect,S.51. Schedule E - neglect
"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",2023-11-06T14:00:00.000+0000,0fCbZ00000000vfUAA,S.51. Schedule E - other injury,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - other injury,S.51. Schedule E - other injury
"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",2023-11-06T14:00:00.000+0000,0fCbZ00000000vgUAA,S.51. Schedule E - overdose,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - overdose,S.51. Schedule E - overdose
"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",2023-11-06T14:00:00.000+0000,0fCbZ00000000vhUAA,S.51. Schedule E - physical abuse,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - physical abuse,S.51. Schedule E - physical abuse
"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",2023-11-06T14:00:00.000+0000,0fCbZ00000000viUAA,S.51. Schedule E - poisoning,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - poisoning,S.51. Schedule E - poisoning
means a request for police to attend the residence,2023-11-06T14:00:00.000+0000,0fCbZ00000000vjUAA,S.51. Schedule E - police call,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - police call,S.51. Schedule E - police call
"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",2023-11-06T14:00:00.000+0000,0fCbZ00000000vkUAA,S.51. Schedule E - service delivery problem,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - service delivery problem,S.51. Schedule E - service delivery problem
"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",2023-11-06T14:00:00.000+0000,0fCbZ00000000vlUAA,S.51. Schedule E - sexual abuse,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - sexual abuse,S.51. Schedule E - sexual abuse
means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,2023-11-06T14:00:00.000+0000,0fCbZ00000000vmUAA,S.51. Schedule E - unexpected illness,Ministry of Health,19pbZ00000002kzQAA,S.51. Schedule E - unexpected illness,S.51. Schedule E - unexpected illness
