AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S 18.1.a ,A registrant must ensure that furniture and equipment provided in common areas and units meet resident needs and capabilities.,0eubZ00000001FkQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,JFRFWN90W3LRK48KOT
S 18.1.b ,A registrant must ensure that furniture and equipment provided in common areas and units are compatible with the health and safety of residents.,0eubZ00000001FlQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,GLTJV0ZDOTEUWT55RQ
S 18.1.c ,A registrant must ensure that furniture and equipment provided in common areas and units are in a state of good repair.,0eubZ00000001FmQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,WTLZVYTP6GS8K7QWE6
S 18.2.a ,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for the resident to securely store money and personal property.",0eubZ00000001FnQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,FTVNPIMHL7W0A4OZMY
S 18.2.b ,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for resident’s use to securely store money and personal property & permit furniture/equip and personal property unless it would jeopardize the H&S of others.",0eubZ00000001FoQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,REBQUE3ADBU504BWZS
S 19.1 ,A registrant must ensure that the assisted living residence is secured in a manner that protects residents from entry by unauthorized persons.,0eubZ00000001FpQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,DTBSV8K3N146BH7PNL
S 19.2 ,"A registrant must ensure that units are accessible in an emergency, including that locked units may be unlocked from the outside.",0eubZ00000001FqQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,IVMSFO8NAZ09OBFD8U
S 19.4 ,A registrant must ensure that emergency exits and egress windows are not obstructed or secured in a manner that may hinder exit in an emergency.,0eubZ00000001FtQAI,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,T16FSJUM93X1RXQYMQ
S 19.5 ,A registrant must not permit a weapon within the meaning of the Criminal Code in the assisted living residence.,0eubZ00000001FuQAI,Housing MH Compliance,0Z4bZ00000000BuSAI,,Housing MH Compliance,C2OGNWNJHX4A2FTLW6
S 20.1.a ,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in accordance with the registrant's registration.",0eubZ00000001FvQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,,Employees/Staff MH Compliance,G8KH4ZPQKWCWZDJCAR
S 20.1.b ,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in a manner that will not jeopardize the health and safety of residents.",0eubZ00000001FwQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,,Employees/Staff MH Compliance,7YNGARPQMDYZ045IVL
S 21.1.a ,"A registrant must prepare an employee plan that includes a written description of the  the duties and responsibilities of the employee for each employee position, whether volunteer or staff.",0eubZ00000001FxQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,,Employees/Staff MH Compliance,NUGT1296RD6NR74JMN
S 21.1.b ,"A registrant must prepare an employee plan that includes a written description of all of the training, experience, skills and other qualifications the employee must have, for each employee position, whether volunteer or staff.",0eubZ00000001FyQAI,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,,Employees/Staff MH Compliance,PWISQBNDWF41UORF18
S 22.1.a.i ,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a criminal record check for the person.",0eubZ00000001FzQAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,RLAY1WAAFF3CQ1VHX3
S 22.1.a.ii ,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a record of the person's work history.",0eubZ00000001G0QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,WUSSHXUWEXXWXRSING
S 22.1.a.iii ,"Subject to subsections (2) & (3), a registrant must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of any diplomas, certificates or other evidence of training, experience, skills, & other qualifications.",0eubZ00000001G1QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,1X4YQTM30ZEIM1VDCP
S 22.1.a.iv ,"Subject to subsections (2) & (3), must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of diplomas, certificates or other evidence of the person's training, experience, skills, & other qualifications.",0eubZ00000001G2QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,PXAFUHNRUDTKU0JF4H
S 22.1.b.i ,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, is satisfied that the person is of good character.",0eubZ00000001G3QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,EEADHSMNZKUFA0FWEJ
S 22.1.b.ii ,"Subject to subsections (2) and (3), registrant must not employ a person in an AL residence unless the registrant or manager, is satisfied that the person has the personality, ability and temperament necessary to provide services to residents",0eubZ00000001G4QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,KGGXYXKR6FZRTVJ2SM
S 22.1.b.iii ,"Subject to subsections (2) & (3), must not employ a person in an AL Res unless the registrant or manager is satisfied the person has the training, experience ,qualifications & demonstrates skills, necessary to the assigned duties & responsibilities.",0eubZ00000001G5QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,C0UYXFSIVLYEBODYP6
S 22.2.a ,Registrant may employ a person without meeting subsection (1) (a) (ii) and (iii) and (b) if the registrant or manager has first met with the person and obtained a CRC and at least 2 character references.,0eubZ00000001G6QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,FQCJH2TLBQ5VOAIIZN
S 22.2.b ,"A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will be a volunteer, and.",0eubZ00000001G7QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,YWY3FG2ZUWODOJ5U2R
S 22.2.c.i ,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for  managing the provision of hospitality services to residents.,0eubZ00000001G8QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,56K3ZCFRX4VK9NXKQH
S 22.2.c.ii ,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will not be responsible for  managing or providing assisted living services to residents.,0eubZ00000001G9QAI,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,0U4UE6VO3WWSV9XGI6
S 22.2.c.iii ,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for monitoring the health and safety of residents or the operation of the assisted living residence.,0eubZ00000001GAQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,RFESFRDGTT3ZUDKFHC
S 22.3.a ,A registrant may employ a person without meeting the requirements of subsection (1) if  the person is providing hospitality services or assisted living services under a contract between the registrant and another person.,0eubZ00000001GBQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,EUIVLE5NED1KJUCNGU
S 22.3.b ,A registrant may employ a person without meeting the requirements of subsection (1) if  the person with whom the registrant has contracted is not an individual.,0eubZ00000001GCQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,WZWGYU4UWFXJYZ4IE4
S 22.3.c ,"Registrant may employ without meeting subsection (1) if  has a contract, letter or written assurance that the other person has the information & is satisfied of the matters referred to in subsection (1) in respect of the person providing services.",0eubZ00000001GDQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,RQDF4PZHETGOFPAS67
S 22.4 ,A person employed as a manager must not be a volunteer.,0eubZ00000001GEQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,IOLVGMEDK5EMX2ZKLR
S 24.1.a,A registrant must ensure that the performance of each employee is reviewed regularly.,0eubZ00000001GNQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,JXKKKFMWXRN5QWS8YZ
S 24.1.b,A registrant must ensure that the registrant or manager is satisfied that the employee demonstrates the skills needed to carry out the duties that the employee is assigned.,0eubZ00000001GOQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,CQ2UYSMJZZA6SUJHBK
S 24.2,"Employee to whom section 22 (3) applies, registrant must have a contract, letter or written assurance that the person the registrant has contracted conducts the reviews& is satisfied of matters referred to in subsection (1) in respect of the employee.",0eubZ00000001GPQAY,Administrative and Other Matters MH Compliance,0Z4bZ00000000BxSAI,,Administrative and Other Matters MH Compliance,H5Y5M3WH7XKJA5ZPGU
S 24.3,"A registrant must not permit an employee to carry out any duties for which the employee does not have the necessary training, experience, skills or qualifications.",0eubZ00000001GQQAY,Employees/Staff MH Compliance,0Z4bZ00000000BwSAI,,Employees/Staff MH Compliance,MCCO381SK3MIYWZLUE
S 25.1.a ,"A registrant must make an emergency response plan that describes the procedures to be followed to prepare for, mitigate, respond to and recover from an emergency at the assisted living residence",0eubZ00000001GRQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,NLFCEVLFGG4OTAN8RM
S 25.1.b ,A registrant must make an emergency response plan that describes the procedures to be followed to conduct emergency drills and the frequency with which they will be held.,0eubZ00000001GSQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,EOHTJIRUXBGPCUNBSZ
S 25.1.c ,A registrant must make an emergency response plan that describes the procedures to be followed to evacuate residents in an emergency including any supports residents require to evacuate or move to a safer location,0eubZ00000001GTQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,YSFPSMWT0SXKMBMCCM
S 25.1.d ,A registrant must make an emergency response plan that describes a plan to ensure that residents continue to receive adequate hospitality services and assisted living services during and following an emergency.,0eubZ00000001GUQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,NH1W7KTKA0UVDRRNBL
S 25.2.a ,"An emergency response plan must be reviewed and, if appropriate, revised if there is a structural change to the assisted living residence.",0eubZ00000001GVQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,PJ25H03BRMTKBHXBS4
S 25.2.b ,"An emergency response plan must be reviewed and, if appropriate, revised if  the support requirements of residents change significantly.",0eubZ00000001GWQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,TQBYEJYXM6DPCYNFH3
S 25.3 ,"Registrant must ensure all employees, other than a volunteer to whom section 22 (2) [character and skill requirements] applies, are trained in the implementation of the emergency response plan, including in the use of equipment referred to in the plan.",0eubZ00000001GXQAY,Emergency Preparedness MH Compliance,0Z4bZ00000000BvSAI,,Emergency Preparedness MH Compliance,JO5XSILMM6ERLCQYEF
