AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,ExternalId__c (Assessment Indicator Definition),ExternalId__c Reg Code,Id,RegulatoryCode.ExternalId__c,RegulatoryCode.RegulatoryAuthorityId,RegulatoryCodeId
S.31.1. Schedule C. 4.c ,A residency agreement must include a statement of when residency fees are due.,0eubZ00000001KyQAI,S.31.1. Schedule C. 4.c ,S.31.1. Schedule C. 4.c ,S.31.1. Schedule C. 4.c ,0fMbZ00000000reUAA,S.31.1. Schedule C. 4.c ,19pbZ00000002kzQAA,0fCbZ00000000vAUAQ
S.31.1. Schedule C. 4.d ,A residency agreement must include a description of all optional services and the fees for each of them.,0eubZ00000001KzQAI,S.31.1. Schedule C. 4.d ,S.31.1. Schedule C. 4.d ,S.31.1. Schedule C. 4.d ,0fMbZ00000000rfUAA,S.31.1. Schedule C. 4.d ,19pbZ00000002kzQAA,0fCbZ00000000vBUAQ
S.31.1. Schedule C. 4.e ,A residency agreement must include  the terms and conditions for the payment and refund of fees.,0eubZ00000001L0QAI,S.31.1. Schedule C. 4.e ,S.31.1. Schedule C. 4.e ,S.31.1. Schedule C. 4.e ,0fMbZ00000000rgUAA,S.31.1. Schedule C. 4.e ,19pbZ00000002kzQAA,0fCbZ00000000vCUAQ
S.31.1. Schedule C. 4.f ,A residency agreement must include a statement of the amount of any security or damage deposit paid or payable.,0eubZ00000001L1QAI,S.31.1. Schedule C. 4.f ,S.31.1. Schedule C. 4.f ,S.31.1. Schedule C. 4.f ,0fMbZ00000000rhUAA,S.31.1. Schedule C. 4.f ,19pbZ00000002kzQAA,0fCbZ00000000vDUAQ
S.31.1. Schedule C. 5.a ,A residency agreement must describe the circumstances in which the residency agreement may be changed.,0eubZ00000001L2QAI,S.31.1. Schedule C. 5.a ,S.31.1. Schedule C. 5.a ,S.31.1. Schedule C. 5.a ,0fMbZ00000000riUAA,S.31.1. Schedule C. 5.a ,19pbZ00000002kzQAA,0fCbZ00000000vEUAQ
S.31.1. Schedule C. 5.b ,"A residency agreement must describe the procedures to be used to change the residency agreement, including respecting the giving of advance notice of proposed changes.",0eubZ00000001L3QAI,S.31.1. Schedule C. 5.b ,S.31.1. Schedule C. 5.b ,S.31.1. Schedule C. 5.b ,0fMbZ00000000rjUAA,S.31.1. Schedule C. 5.b ,19pbZ00000002kzQAA,0fCbZ00000000vFUAQ
S.31.1. Schedule C. 5.c ,"A residency agreement must describe the changes, if any, that the registrant may make to the residency agreement without the consent of the resident.",0eubZ00000001L4QAI,S.31.1. Schedule C. 5.c ,S.31.1. Schedule C. 5.c ,S.31.1. Schedule C. 5.c ,0fMbZ00000000rkUAA,S.31.1. Schedule C. 5.c ,19pbZ00000002kzQAA,0fCbZ00000000vGUAQ
S.31.1. Schedule C. 6. a ,A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the service model to be used.,0eubZ00000001L5QAI,S.31.1. Schedule C. 6. a ,S.31.1. Schedule C. 6. a ,S.31.1. Schedule C. 6. a ,0fMbZ00000000rlUAA,S.31.1. Schedule C. 6. a ,19pbZ00000002kzQAA,0fCbZ00000000vHUAQ
S.31.1. Schedule C. 6.b.i ,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on the furniture, equipment and personal property that residents may bring into the assisted living residence.",0eubZ00000001L6QAI,S.31.1. Schedule C. 6.b.i ,S.31.1. Schedule C. 6.b.i ,S.31.1. Schedule C. 6.b.i ,0fMbZ00000000rmUAA,S.31.1. Schedule C. 6.b.i ,19pbZ00000002kzQAA,0fCbZ00000000vIUAQ
S.31.1. Schedule C. 6.b.ii ,"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",0eubZ00000001L7QAI,S.31.1. Schedule C. 6.b.ii ,S.31.1. Schedule C. 6.b.ii ,S.31.1. Schedule C. 6.b.ii ,0fMbZ00000000rnUAA,S.31.1. Schedule C. 6.b.ii ,19pbZ00000002kzQAA,0fCbZ00000000vJUAQ
S.31.1. Schedule C. 6.c ,"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",0eubZ00000001L8QAI,S.31.1. Schedule C. 6.c ,S.31.1. Schedule C. 6.c ,S.31.1. Schedule C. 6.c ,0fMbZ00000000roUAA,S.31.1. Schedule C. 6.c ,19pbZ00000002kzQAA,0fCbZ00000000vKUAQ
S.33.1.a. Schedule D.1 ,"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",0eubZ00000001L9QAI,S.33.1.a. Schedule D.1 ,S.33.1.a. Schedule D.1 ,S.33.1.a. Schedule D.1 ,0fMbZ00000000rpUAA,S.33.1.a. Schedule D.1 ,19pbZ00000002kzQAA,0fCbZ00000000vLUAQ
S.33.1.a. Schedule D.2 ,A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,0eubZ00000001LAQAY,S.33.1.a. Schedule D.2 ,S.33.1.a. Schedule D.2 ,S.33.1.a. Schedule D.2 ,0fMbZ00000000rqUAA,S.33.1.a. Schedule D.2 ,19pbZ00000002kzQAA,0fCbZ00000000vMUAQ
S.33.1.a. Schedule D. 1 ,"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",0eubZ00000001LBQAY,S.33.1.a. Schedule D. 1 ,S.33.1.a. Schedule D. 1 ,S.33.1.a. Schedule D. 1 ,0fMbZ00000000rrUAA,S.33.1.a. Schedule D. 1 ,19pbZ00000002kzQAA,0fCbZ00000000vNUAQ
S.33.1.a. Schedule D. 2 ,"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",0eubZ00000001LCQAY,S.33.1.a. Schedule D. 2 ,S.33.1.a. Schedule D. 2 ,S.33.1.a. Schedule D. 2 ,0fMbZ00000000rsUAA,S.33.1.a. Schedule D. 2 ,19pbZ00000002kzQAA,0fCbZ00000000vOUAQ
S.33.1.a. Schedule D. 3 ,"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",0eubZ00000001LDQAY,S.33.1.a. Schedule D. 3 ,S.33.1.a. Schedule D. 3 ,S.33.1.a. Schedule D. 3 ,0fMbZ00000000rtUAA,S.33.1.a. Schedule D. 3 ,19pbZ00000002kzQAA,0fCbZ00000000vPUAQ
S.33.1.a. Schedule D. 4 ,"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",0eubZ00000001LEQAY,S.33.1.a. Schedule D. 4 ,S.33.1.a. Schedule D. 4 ,S.33.1.a. Schedule D. 4 ,0fMbZ00000000ruUAA,S.33.1.a. Schedule D. 4 ,19pbZ00000002kzQAA,0fCbZ00000000vQUAQ
S.51. Schedule E - aggression between residents," means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LFQAY,S.51. Schedule E - aggression between residents,S.51. Schedule E - aggression between residents,S.51. Schedule E - aggression between residents,0fMbZ00000000rvUAA,S.51. Schedule E - aggression between residents,19pbZ00000002kzQAA,0fCbZ00000000vRUAQ
S.51. Schedule E - aggressive or unusual behaviour,"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",0eubZ00000001LGQAY,S.51. Schedule E - aggressive or unusual behaviour,S.51. Schedule E - aggressive or unusual behaviour,S.51. Schedule E - aggressive or unusual behaviour,0fMbZ00000000rwUAA,S.51. Schedule E - aggressive or unusual behaviour,19pbZ00000002kzQAA,0fCbZ00000000vSUAQ
S.51. Schedule E - attempted suicide,means an attempt by a resident to take the resident's own life,0eubZ00000001LHQAY,S.51. Schedule E - attempted suicide,S.51. Schedule E - attempted suicide,S.51. Schedule E - attempted suicide,0fMbZ00000000rxUAA,S.51. Schedule E - attempted suicide,19pbZ00000002kzQAA,0fCbZ00000000vTUAQ
S.51. Schedule E - choking,"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LIQAY,S.51. Schedule E - choking,S.51. Schedule E - choking,S.51. Schedule E - choking,0fMbZ00000000ryUAA,S.51. Schedule E - choking,19pbZ00000002kzQAA,0fCbZ00000000vUUAQ
S.51. Schedule E - death,means the death of a resident,0eubZ00000001LJQAY,S.51. Schedule E - death,S.51. Schedule E - death,S.51. Schedule E - death,0fMbZ00000000rzUAA,S.51. Schedule E - death,19pbZ00000002kzQAA,0fCbZ00000000vVUAQ
S.51. Schedule E - disease outbreak or occurrence,means an outbreak or the occurrence of a disease above the incident level that is normally expected,0eubZ00000001LKQAY,S.51. Schedule E - disease outbreak or occurrence,S.51. Schedule E - disease outbreak or occurrence,S.51. Schedule E - disease outbreak or occurrence,0fMbZ00000000s0UAA,S.51. Schedule E - disease outbreak or occurrence,19pbZ00000002kzQAA,0fCbZ00000000vWUAQ
S.51. Schedule E - emotional abuse,"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",0eubZ00000001LLQAY,S.51. Schedule E - emotional abuse,S.51. Schedule E - emotional abuse,S.51. Schedule E - emotional abuse,0fMbZ00000000s1UAA,S.51. Schedule E - emotional abuse,19pbZ00000002kzQAA,0fCbZ00000000vXUAQ
S.51. Schedule E - fall,"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LMQAY,S.51. Schedule E - fall,S.51. Schedule E - fall,S.51. Schedule E - fall,0fMbZ00000000s2UAA,S.51. Schedule E - fall,19pbZ00000002kzQAA,0fCbZ00000000vYUAQ
S.51. Schedule E - financial abuse,"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",0eubZ00000001LNQAY,S.51. Schedule E - financial abuse,S.51. Schedule E - financial abuse,S.51. Schedule E - financial abuse,0fMbZ00000000s3UAA,S.51. Schedule E - financial abuse,19pbZ00000002kzQAA,0fCbZ00000000vZUAQ
S.51. Schedule E - food poisoning,"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",0eubZ00000001LOQAY,S.51. Schedule E - food poisoning,S.51. Schedule E - food poisoning,S.51. Schedule E - food poisoning,0fMbZ00000000s4UAA,S.51. Schedule E - food poisoning,19pbZ00000002kzQAA,0fCbZ00000000vaUAA
S.51. Schedule E - medication error,means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,0eubZ00000001LPQAY,S.51. Schedule E - medication error,S.51. Schedule E - medication error,S.51. Schedule E - medication error,0fMbZ00000000s5UAA,S.51. Schedule E - medication error,19pbZ00000002kzQAA,0fCbZ00000000vbUAA
S.51. Schedule E - missing person,means a resident who is missing,0eubZ00000001LQQAY,S.51. Schedule E - missing person,S.51. Schedule E - missing person,S.51. Schedule E - missing person,0fMbZ00000000s6UAA,S.51. Schedule E - missing person,19pbZ00000002kzQAA,0fCbZ00000000vcUAA
S.51. Schedule E - motor vehicle injury,means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,0eubZ00000001LRQAY,S.51. Schedule E - motor vehicle injury,S.51. Schedule E - motor vehicle injury,S.51. Schedule E - motor vehicle injury,0fMbZ00000000s7UAA,S.51. Schedule E - motor vehicle injury,19pbZ00000002kzQAA,0fCbZ00000000vdUAA
S.51. Schedule E - neglect,"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",0eubZ00000001LSQAY,S.51. Schedule E - neglect,S.51. Schedule E - neglect,S.51. Schedule E - neglect,0fMbZ00000000s8UAA,S.51. Schedule E - neglect,19pbZ00000002kzQAA,0fCbZ00000000veUAA
S.51. Schedule E - other injury,"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",0eubZ00000001LTQAY,S.51. Schedule E - other injury,S.51. Schedule E - other injury,S.51. Schedule E - other injury,0fMbZ00000000s9UAA,S.51. Schedule E - other injury,19pbZ00000002kzQAA,0fCbZ00000000vfUAA
S.51. Schedule E - overdose,"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",0eubZ00000001LUQAY,S.51. Schedule E - overdose,S.51. Schedule E - overdose,S.51. Schedule E - overdose,0fMbZ00000000sAUAQ,S.51. Schedule E - overdose,19pbZ00000002kzQAA,0fCbZ00000000vgUAA
S.51. Schedule E - physical abuse,"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",0eubZ00000001LVQAY,S.51. Schedule E - physical abuse,S.51. Schedule E - physical abuse,S.51. Schedule E - physical abuse,0fMbZ00000000sBUAQ,S.51. Schedule E - physical abuse,19pbZ00000002kzQAA,0fCbZ00000000vhUAA
S.51. Schedule E - poisoning,"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",0eubZ00000001LWQAY,S.51. Schedule E - poisoning,S.51. Schedule E - poisoning,S.51. Schedule E - poisoning,0fMbZ00000000sCUAQ,S.51. Schedule E - poisoning,19pbZ00000002kzQAA,0fCbZ00000000viUAA
S.51. Schedule E - police call,means a request for police to attend the residence,0eubZ00000001LXQAY,S.51. Schedule E - police call,S.51. Schedule E - police call,S.51. Schedule E - police call,0fMbZ00000000sDUAQ,S.51. Schedule E - police call,19pbZ00000002kzQAA,0fCbZ00000000vjUAA
S.51. Schedule E - service delivery problem,"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",0eubZ00000001LYQAY,S.51. Schedule E - service delivery problem,S.51. Schedule E - service delivery problem,S.51. Schedule E - service delivery problem,0fMbZ00000000sEUAQ,S.51. Schedule E - service delivery problem,19pbZ00000002kzQAA,0fCbZ00000000vkUAA
S.51. Schedule E - sexual abuse,"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",0eubZ00000001LZQAY,S.51. Schedule E - sexual abuse,S.51. Schedule E - sexual abuse,S.51. Schedule E - sexual abuse,0fMbZ00000000sFUAQ,S.51. Schedule E - sexual abuse,19pbZ00000002kzQAA,0fCbZ00000000vlUAA
S.51. Schedule E - unexpected illness,means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,0eubZ00000001LaQAI,S.51. Schedule E - unexpected illness,S.51. Schedule E - unexpected illness,S.51. Schedule E - unexpected illness,0fMbZ00000000sGUAQ,S.51. Schedule E - unexpected illness,19pbZ00000002kzQAA,0fCbZ00000000vmUAA
