Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ00000035RNQAY,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAdQAM,Harvest tags record management lacks information to determine date range of the tags by date used/served.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Harvest tags record management lacks information to determine date range of the tags by date used/served.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Harvest tags record management lacks information to determine date range of the tags by date used/served.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035SzQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAeQAM,Harvest tags are not retained in the restaurant for a minimum of 90 days.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Harvest tags are not retained in the restaurant for a minimum of 90 days.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Harvest tags are not retained in the restaurant for a minimum of 90 days.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035UbQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000WAgQAM,Raw shellfish illness/complaint log is not available for review.,Shellfish Food Safety Management,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Raw shellfish illness/complaint log is not available for review.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Raw shellfish illness/complaint log is not available for review.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.
0dtbZ00000035WDQAY,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WARQA2,"Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.",Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035WEQAY,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WALQA2,Potable water tanks and/or wastewater holding tanks are not adequately sized for the type of mobile food premises.,Construction of Mobile Food Premises,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Vishwantha Gandloju,"Construction of Mobile Food Premises;Potable water tanks and/or wastewater holding tanks are not adequately sized for the type of mobile food premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","Potable water tanks and/or wastewater holding tanks are not adequately sized for the type of mobile food premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling."
0dtbZ00000035XpQAI,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WASQA2,"Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.",Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035ZRQAY,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WATQA2,Fresh raw oysters are stored in melted ice water.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Fresh raw oysters are stored in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Fresh raw oysters are stored in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035b3QAA,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WAUQA2,Raw oysters are not served on ice.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Raw oysters are not served on ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters are not served on ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035cfQAA,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WAVQA2,Unable to verify if fresh shellfish are alive.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Unable to verify if fresh shellfish are alive.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Unable to verify if fresh shellfish are alive.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035eHQAQ,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WAWQA2,Fresh shellfish on display are not overtopped with ice.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Fresh shellfish on display are not overtopped with ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Fresh shellfish on display are not overtopped with ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035ftQAA,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WAXQA2,Shellfish have spent more than two hours outside of refrigerated control before service to customer.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Shellfish have spent more than two hours outside of refrigerated control before service to customer.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Shellfish have spent more than two hours outside of refrigerated control before service to customer.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035hVQAQ,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000WAYQA2,Improper procedures are used for cleaning and sanitizing re-used shellfish shells.,Shellfish Food Protection,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Improper procedures are used for cleaning and sanitizing re-used shellfish shells.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Improper procedures are used for cleaning and sanitizing re-used shellfish shells.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat."
0dtbZ00000035j7QAA,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000WADQA2,The base of operations is not approved for the intended use by the health officer.,Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,Permit to Operate Mobile Food Service;The base of operations is not approved for the intended use by the health officer.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The base of operations is not approved for the intended use by the health officer.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.
0dtbZ00000035kjQAA,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000WAEQA2,"The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.",Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,"Permit to Operate Mobile Food Service;The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.","The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines."
0dtbZ00000035mLQAQ,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000WAFQA2,"Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.",Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,"Permit to Operate Mobile Food Service;Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.","Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines."
0dtbZ00000035nxQAA,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000WAGQA2,The mobile food premises unit is not stored in a manner that prevents contamination and damage.,Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,Permit to Operate Mobile Food Service;The mobile food premises unit is not stored in a manner that prevents contamination and damage.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The mobile food premises unit is not stored in a manner that prevents contamination and damage.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.
0dtbZ00000035pZQAQ,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000WAHQA2,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.,Permit to Operate Mobile Food Service,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,Permit to Operate Mobile Food Service;Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.
0dtbZ00000035rBQAQ,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAIQA2,Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.,Construction of Mobile Food Premises,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Vishwantha Gandloju,"Construction of Mobile Food Premises;Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling."
0dtbZ00000035snQAA,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAJQA2,Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.,Construction of Mobile Food Premises,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Vishwantha Gandloju,"Construction of Mobile Food Premises;Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling."
0dtbZ00000035uPQAQ,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAKQA2,Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.,Construction of Mobile Food Premises,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Vishwantha Gandloju,"Construction of Mobile Food Premises;Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling."
0dtbZ00000035w1QAA,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAMQA2,"The mobile food premises unit is not a permanently assembled, affixed, or built facility.",Construction of Mobile Food Premises,"The mobile food premises unit is a self-contained, moveable structure.",Vishwantha Gandloju,"Construction of Mobile Food Premises;The mobile food premises unit is not a permanently assembled, affixed, or built facility.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.","The mobile food premises unit is not a permanently assembled, affixed, or built facility.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure."
0dtbZ00000035xdQAA,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WANQA2,Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.,Construction of Mobile Food Premises,"The mobile food premises unit is a self-contained, moveable structure.",Vishwantha Gandloju,"Construction of Mobile Food Premises;Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.","Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure."
0dtbZ00000035zFQAQ,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAOQA2,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,The services conducted on the mobile food premises unit reflect its type and capacity.,Vishwantha Gandloju,Construction of Mobile Food Premises;The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.
0dtbZ000000360rQAA,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000WAPQA2,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,The services conducted on the mobile food premises unit reflect its type and capacity.,Vishwantha Gandloju,Construction of Mobile Food Premises;The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.
0dtbZ0000003645QAA,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000WB1QAM,The shelf-stable product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH,RTE Meat Food Sources and Protection,Proper drying procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;The shelf-stable product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,The shelf-stable product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper drying procedures are followed.
