Description,EffectiveFrom,Errors,ExternalId__c,Id,Name,RegulatoryAuthorityId,Subject
"Aresidency agreement in respect of an assisted living residence of the Supportive Recovery class must include the restrictions, if any, on visitation by and communication with non-residents, including communication using electronic devices.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 6.b.ii ,0fCAq0000000FHdMAM,S.31.1. Schedule C. 6.b.ii - Supportive Recovery class,19pAq0000001JqDIAU,S.31.1. Schedule C. 6.b.ii - Supportive Recovery class
"A residency agreement in respect of an assisted living residence of the Supportive Recovery class must include the types of medications, if any, that are not permitted on the premises.",2023-11-06T14:00:00.000+0000,,S.31.1. Schedule C. 6.c ,0fCAq0000000FHeMAM,S.31.1. Schedule C. 6.c - Supportive Recovery class,19pAq0000001JqDIAU,S.31.1. Schedule C. 6.c - Supportive Recovery class
"A personal service plan must identify, and describe the nature and scope of, the hospitality services and assisted living services to be provided to a resident, taking into consideration the resident's needs, capabilities and preferences.",2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D.1 ,0fCAq0000000FHfMAM,S.33.1.a. Schedule D.1 - General hospitality services,19pAq0000001JqDIAU,S.33.1.a. Schedule D.1 - General hospitality services
A personal service plan must not include a hospitality service or an assisted living service that has not been approved by the resident under S 33 (3) (b) [personal service plan] of the regulation.,2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D.2 ,0fCAq0000000FHgMAM,S.33.1.a. Schedule D.2 - General hospitality services,19pAq0000001JqDIAU,S.33.1.a. Schedule D.2 - General hospitality services
"If a resident requires a therapeutic diet, the resident's personal service plan must include an individual dietary plan.",2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D. 1 ,0fCAq0000000FHhMAM,S.33.1.a. Schedule D. 1 - Specific services,19pAq0000001JqDIAU,S.33.1.a. Schedule D. 1 - Specific services
"If a resident is receiving assistance with behaviour management, the resident's personal service plan must include a behaviour management plan.",2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D. 2 ,0fCAq0000000FHiMAM,S.33.1.a. Schedule D. 2 - Specific services,19pAq0000001JqDIAU,S.33.1.a. Schedule D. 2 - Specific services
"If a resident is receiving assistance with managing meds, the resident's PSP must describe the supports, if any, the resident needs to administer the meds safely, taking into consideration that resident's needs and capabilities.",2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D. 3 ,0fCAq0000000FHjMAM,S.33.1.a. Schedule D. 3 - Specific services,19pAq0000001JqDIAU,S.33.1.a. Schedule D. 3 - Specific services
"If a resident is receiving dietary accommodations to meet the resident's nutritional needs, including food allergies or intolerances and cultural, spiritual or personal preferences, the resident's PSP must describe those accommodations.",2023-11-06T14:00:00.000+0000,,S.33.1.a. Schedule D. 4 ,0fCAq0000000FHkMAM,S.33.1.a. Schedule D. 4 - Specific services,19pAq0000001JqDIAU,S.33.1.a. Schedule D. 4 - Specific services
" means aggressive behaviour by a resident towards another resident that causes an injury that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - aggression between residents,0fCAq0000000FHlMAM,S.51. Schedule E - aggression between residents,19pAq0000001JqDIAU,S.51. Schedule E - aggression between residents
"means aggressive or unusual behaviour by a resident towards another person, including another resident,  not  appropriately assessed in the resident's PSP, and is not aggression between residents within the meaning of this Schedule",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - aggressive or unusual behaviour,0fCAq0000000FHmMAM,S.51. Schedule E - aggressive or unusual behaviour,19pAq0000001JqDIAU,S.51. Schedule E - aggressive or unusual behaviour
means an attempt by a resident to take the resident's own life,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - attempted suicide,0fCAq0000000FHnMAM,S.51. Schedule E - attempted suicide,19pAq0000001JqDIAU,S.51. Schedule E - attempted suicide
"means a choking incident involving a resident that requires first aid, emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - choking,0fCAq0000000FHoMAM,S.51. Schedule E - choking,19pAq0000001JqDIAU,S.51. Schedule E - choking
means the death of a resident,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - death,0fCAq0000000FHpMAM,S.51. Schedule E - death,19pAq0000001JqDIAU,S.51. Schedule E - death
means an outbreak or the occurrence of a disease above the incident level that is normally expected,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - disease outbreak or occurrence,0fCAq0000000FHqMAM,S.51. Schedule E - disease outbreak or occurrence,19pAq0000001JqDIAU,S.51. Schedule E - disease outbreak or occurrence
"means any act, or lack of action, that may diminish the sense of dignity of a resident, perpetrated by a person who is not a resident, such as verbal harassment, yelling or confinement",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - emotional abuse,0fCAq0000000FHrMAM,S.51. Schedule E - emotional abuse,19pAq0000001JqDIAU,S.51. Schedule E - emotional abuse
"means a fall of such seriousness, experienced by a resident, as to require emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - fall,0fCAq0000000FHsMAM,S.51. Schedule E - fall,19pAq0000001JqDIAU,S.51. Schedule E - fall
"means misuse of funds & assets of a resident by a person not a resident, or obtaining the property & funds of a resident by a person not a resident without knowledge & consent of the resident or the resident's contact person or personal rep, if any",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - financial abuse,0fCAq0000000FHtMAM,S.51. Schedule E - financial abuse,19pAq0000001JqDIAU,S.51. Schedule E - financial abuse
"means a food borne illness involving a resident that requires emergency care by a medical practitioner or nurse practitioner, or transfer to a hospital",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - food poisoning,0fCAq0000000FHuMAM,S.51. Schedule E - food poisoning,19pAq0000001JqDIAU,S.51. Schedule E - food poisoning
means an error in the administration or distribution of a medication that adversely affects a resident or requires emergency intervention or transfer to a hospital,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - medication error,0fCAq0000000FHvMAM,S.51. Schedule E - medication error,19pAq0000001JqDIAU,S.51. Schedule E - medication error
means a resident who is missing,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - missing person,0fCAq0000000FHwMAM,S.51. Schedule E - missing person,19pAq0000001JqDIAU,S.51. Schedule E - missing person
means an injury to a resident that occurs during transit by motor vehicle while the resident is under the supervision of the registrant,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - motor vehicle injury,0fCAq0000000FHxMAM,S.51. Schedule E - motor vehicle injury,19pAq0000001JqDIAU,S.51. Schedule E - motor vehicle injury
"means the failure of a registrant to meet the needs of a resident, including with respect to food and shelter",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - neglect,0fCAq0000000FHyMAM,S.51. Schedule E - neglect,19pAq0000001JqDIAU,S.51. Schedule E - neglect
"means an injury to a resident that requires emergency care by a medical practitioner or nurse practitioner or transfer to a hospital, other than another type of incident described in this Schedule",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - other injury,0fCAq0000000FHzMAM,S.51. Schedule E - other injury,19pAq0000001JqDIAU,S.51. Schedule E - other injury
"means the introduction into a resident's body of toxic levels of medication, alcohol or illicit drugs that requires the administration of naloxone, emergency intervention or transfer to a hospital",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - overdose,0fCAq0000000FI0MAM,S.51. Schedule E - overdose,19pAq0000001JqDIAU,S.51. Schedule E - overdose
"means any physical force that is excessive for, or is inappropriate to, a situation involving a resident and perpetrated by a person who is not a resident",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - physical abuse,0fCAq0000000FI1MAM,S.51. Schedule E - physical abuse,19pAq0000001JqDIAU,S.51. Schedule E - physical abuse
"means the ingestion of a poison or toxic substance by a resident, but does not include an overdose",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - poisoning,0fCAq0000000FI2MAM,S.51. Schedule E - poisoning,19pAq0000001JqDIAU,S.51. Schedule E - poisoning
means a request for police to attend the residence,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - police call,0fCAq0000000FI3MAM,S.51. Schedule E - police call,19pAq0000001JqDIAU,S.51. Schedule E - police call
"means any condition or event that could reasonably be expected to impair the ability of the registrant or the registrant's employees to provide a hospitality service or assisted living service, or that affects the health or safety of residents",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - service delivery problem,0fCAq0000000FI4MAM,S.51. Schedule E - service delivery problem,19pAq0000001JqDIAU,S.51. Schedule E - service delivery problem
"sexual behaviour directed towards a resident,& sexual exploitation of a resident, whether consensual or not, by an employee or by any other person in a position of trust, power or authority, & does not include consenting sexual behaviour between residents",2023-11-06T14:00:00.000+0000,,S.51. Schedule E - sexual abuse,0fCAq0000000FI5MAM,S.51. Schedule E - sexual abuse,19pAq0000001JqDIAU,S.51. Schedule E - sexual abuse
means any unexpected illness of such seriousness that it requires a resident to receive emergency care by a medical practitioner or nurse practitioner or transfer to a hospital,2023-11-06T14:00:00.000+0000,,S.51. Schedule E - unexpected illness,0fCAq0000000FI6MAM,S.51. Schedule E - unexpected illness,19pAq0000001JqDIAU,S.51. Schedule E - unexpected illness
